VARIABLE1_LABEL,VARIABLE2_LABEL,EFFECT,EFFECT_L95,EFFECT_U95,N,P,P_ADJ,Drug1,Drug2,Drug1_N,Drug1_LCI95,Drug1_UCI95,Drug1_OR,Drug1_P,Drug1_PFDR,Drug2_N,Drug2_LCI95,Drug2_UCI95,Drug2_OR,Drug2_P,Drug2_PFDR,Interaction_Event_N,Name,Type,Magnitude
A03CA02,A01AB09,0.459170879,0.22535028,0.935600776,3484,0.0321,0.669527558,A10AD05,A10AE04,100627,1.845178326,2.389198758,2.099642294,2.23E-29,5.53E-28,190759,1.898077932,2.289723645,2.084723944,3.48E-53,1.85E-52,8,insulin aspart / insulin glargine,++ -,NORMAL
A02BA02,A02BC02,1.361722688,0.334537174,5.542847924,830,0.666,1,A10AD05,A07EC01,100627,1.823871583,2.353949647,2.072028443,4.40E-29,1.07E-27,156322,0.623103939,0.876229761,0.738906094,0.000503,0.00084442,2,insulin aspart / sulfasalazine,-+ +,NORMAL
A07EA02,A07AA09,0.906070288,0.674323121,1.217462878,24115,0.513,1,A10AD05,A10AC01,100627,1.729408467,2.327302729,2.006204636,3.87E-20,5.32E-19,458569,1.1963305,1.39912031,1.293758208,1.14E-10,2.77E-10,65,insulin aspart / insulin (human),++ -,NORMAL
A10AB05,A07AA02,6.211151751,0.825800417,46.71637998,37,0.0761,1,A10AD05,A02BX02,100627,1.822376993,2.350767196,2.069778745,4.08E-29,9.98E-28,16734,1.348045572,2.59393097,1.869956459,0.000178,0.000306911,1,insulin aspart / sucralfate,++ +,LARGE_INCREASE
A06AC51,A03FA01,0.004019633,8.69E-28,1.86E+22,17,0.849,1,A10AD05,A01AB04,100627,1.829300339,2.358462508,2.077098039,1.69E-29,4.23E-28,3266,1.435435258,4.969052616,2.670721499,0.00193,0.003110196,0,insulin aspart / amphotericin B,++ -,NORMAL
A02BA04,A10AD01,0.995319739,0.243318771,4.071454824,749,0.995,1,A10AD05,A07EC02,100627,1.826722218,2.35762292,2.075264361,3.35E-29,8.23E-28,71045,0.912685904,1.377955298,1.121445664,0.275,0.331136307,2,insulin aspart / mesalazine,++ -,NORMAL
A09AA02,A02BD03,1.714281203,0.231968789,12.6687735,100,0.597,1,A10AD05,A07AA02,100627,1.82392004,2.352758211,2.071531523,3.52E-29,8.64E-28,13145,1.782675616,3.400634502,2.462159257,4.53E-08,9.81E-08,1,insulin aspart / nystatin,++ +,NORMAL
A01AC01,A02BC04,0.007629342,2.42E-19,2.40491E+14,38,0.801,1,A10AD05,A02BD03,100627,1.829447937,2.358653075,2.077265752,1.67E-29,4.18E-28,6812,0.778615452,2.541856658,1.406815152,0.258,0.314287569,0,"insulin aspart / lansoprazole, amoxicillin and metronidazole",++ -,NORMAL
A07EA06,A07EC02,0.473963314,0.348899072,0.643857326,35084,1.78E-06,0.000464033,A10AD05,A10BA02,100627,2.165254817,2.888757664,2.500979098,1.17E-35,3.39E-34,1658920,1.087002409,1.188707487,1.13671804,1.95E-08,4.35E-08,54,insulin aspart / metformin,++ -,NORMAL
A10BA02,A06AC51,0.001770072,1.83E-19,1.71592E+13,110,0.736,1,A10AD05,A02BC04,100627,1.831825289,2.361721362,2.079966566,1.33E-29,3.36E-28,12177,1.566533409,3.171699214,2.22902956,8.42E-06,1.59E-05,0,insulin aspart / rabeprazole,++ -,NORMAL
A10AE05,A10BB01,1.055873999,0.724034528,1.539802121,9664,0.778,1,A10AD05,A10BB12,100627,1.760701462,2.312693714,2.017910603,6.01E-24,1.07E-22,756692,1.288047605,1.449271937,1.366283736,3.27E-25,1.18E-24,32,insulin aspart / glimepiride,++ +,NORMAL
A02BX02,A06AC51,0.000762275,3.76E-23,1.54455E+16,205,0.752,1,A10AD05,A01AB09,100627,1.833814859,2.364288639,2.082226606,1.10E-29,2.80E-28,19813,1.409998156,2.566559192,1.902325873,2.57E-05,4.68E-05,0,insulin aspart / miconazole,++ -,NORMAL
A09AA02,A10AD05,0.986934815,0.136416706,7.140183635,264,0.99,1,A10AD05,A06AC51,100627,1.827766605,2.357727607,2.075903606,2.44E-29,6.04E-28,47769,1.303432601,1.981838266,1.607231348,9.04E-06,1.70E-05,1,"insulin aspart / ispaghula, combinations",++ -,NORMAL
A02BX02,A02BC05,49.08684428,4.020556562,599.2996851,9,0.00229,0.121023321,A10AD05,A02BD02,100627,1.82060461,2.348476506,2.067763805,4.82E-29,1.17E-27,1635,0.266133226,4.262312565,1.065055395,0.929,0.942889371,1,"insulin aspart / lansoprazole, tetracycline and metronidazole",++ +,LARGE_INCREASE
A10AB01,A03FA01,0.005861349,1.94E-26,1.77E+21,51,0.852,1,A10AD05,A02BD07,100627,1.829219599,2.358358381,2.077006348,1.71E-29,4.28E-28,7760,0.302471287,1.499840315,0.673541855,0.333,0.38488422,0,"insulin aspart / lansoprazole, amoxicillin and clarithromycin",-+ -,NORMAL
A07EC01,A02BD03,0.002311829,1.50E-21,3.55273E+15,85,0.776,1,A10AD05,A10AD04,100627,1.830536765,2.360057927,2.078502539,1.51E-29,3.80E-28,7701,1.028476417,2.833506902,1.707101352,0.0386,0.055434061,0,insulin aspart / Insulin lispro ,++ -,NORMAL
A10BB12,A10BB01,1.167348844,0.477691222,2.852686551,1925,0.734,1,A10AD05,A10BB01,100627,1.821184611,2.354270389,2.070642654,1.09E-28,2.57E-27,309487,0.835038323,1.037476849,0.930770073,0.195,0.246185122,5,insulin aspart / glibenclamide,-+ +,NORMAL
A04AA02,A06AD11,0.001502478,9.38E-20,2.40602E+13,291,0.733,1,A10AD05,A10BB07,100627,1.833551087,2.363955843,2.081930308,1.13E-29,2.87E-28,86470,0.789072056,1.178457901,0.964307108,0.722,0.765634154,0,insulin aspart / glipizide,-+ -,NORMAL
A03CA02,A02BC02,1.709050682,0.694528957,4.205518298,870,0.243,1,A10AD05,A02BA02,100627,1.80776132,2.336891261,2.055368977,3.81E-28,8.70E-27,109219,1.230581589,1.653076503,1.426269789,2.41E-06,4.64E-06,5,insulin aspart / ranitidine,++ +,NORMAL
A03CA02,A02BX02,0.003478367,3.86E-39,3.13E+33,8,0.893,1,A10AD05,A04AA01,100627,1.829071647,2.358167348,2.07683823,1.73E-29,4.32E-28,2258,1.541510999,6.180312855,3.086587152,0.00146,0.002374243,0,insulin aspart / ondansetron,++ -,NORMAL
A07AA09,A07EC01,0.840001925,0.539423825,1.308068351,5307,0.44,1,A10AD05,A02BC05,100627,1.79336769,2.340957424,2.048950318,4.95E-26,9.60E-25,524626,2.032858988,2.27808277,2.151980723,2.47E-153,2.38E-152,22,insulin aspart / esomeprazole,++ -,NORMAL
A02BA04,A06AC01,0.797895798,0.470731371,1.352443756,4366,0.402,1,A10AD05,A02BC03,100627,1.816143142,2.36091106,2.070688878,1.49E-27,3.26E-26,437068,1.717673007,1.962518269,1.836018697,1.91E-71,1.26E-70,15,insulin aspart / lansoprazole,++ -,NORMAL
A10BD04,A10BB12,0.906421002,0.335193221,2.451120674,1115,0.847,1,A10AD05,A06AC01,100627,1.828849593,2.362917354,2.078802646,4.26E-29,1.04E-27,216101,1.508914745,1.83463782,1.663824528,1.78E-24,6.33E-24,4,insulin aspart / ispaghula (psylla seeds),++ -,NORMAL
A05AA02,A02BC05,0.00028317,1.72E-22,4.6495E+14,626,0.703,1,A10AD05,A03FA01,100627,1.845559209,2.379447545,2.095569452,3.57E-30,9.22E-29,72453,1.60161112,2.197304208,1.875960248,6.26E-15,1.74E-14,0,insulin aspart / metoclopramide,++ -,NORMAL
A02BX02,A01AB09,0.4563627,0.298466702,0.697789445,9177,0.000294,0.027746559,A10AD05,A02BC02,100627,1.892759193,2.4738311,2.163877667,1.29E-29,3.26E-28,770822,2.307803659,2.528487804,2.415626918,0,0,24,insulin aspart / pantoprazole,++ -,NORMAL
A10BB12,A01AB09,0.820039389,0.491229073,1.368942997,4356,0.448,1,A10AD05,A06AD11,100627,1.808498312,2.352324139,2.062564965,3.67E-27,7.77E-26,412188,1.794468236,2.052337748,1.919076574,9.61E-81,7.47E-80,16,insulin aspart / lactulose,++ -,NORMAL
A10AB04,A02BC01,0.627393779,0.356956146,1.102720764,3849,0.105,1,A10AD05,A02BC01,100627,1.829045229,2.37496628,2.084207462,3.00E-28,6.91E-27,334991,2.136368837,2.449106772,2.287399263,1.36E-124,1.21E-123,13,insulin aspart / omeprazole,++ -,NORMAL
A06AC01,A02BC02,0.008990388,1.17E-21,6.88319E+16,29,0.832,1,A10AD01,A10AE05,51230,0.890672958,1.439210934,1.132195328,0.31,0.51973526,70496,1.8878659,2.536335957,2.188209808,2.59E-25,9.41E-25,0,insulin (human) / insulin detemir,++ -,NORMAL
A09AA02,A04AA02,0.000467432,3.47E-22,6.28892E+14,632,0.719,1,A10AD01,A10AB05,51230,0.902366292,1.458123315,1.147066402,0.262,0.467425188,101983,1.824054079,2.350480706,2.070604723,2.26E-29,9.00E-29,0,insulin (human) / insulin aspart,++ -,NORMAL
A03CA02,A02BD03,0.014007781,7.04E-24,2.78636E+19,62,0.865,1,A10AD01,A07DA03,51230,0.887570176,1.434199825,1.128252184,0.324,0.532124561,5065,0.166453769,1.60151284,0.516311775,0.252,0.30792984,0,insulin (human) / loperamide,-+ -,NORMAL
A04AA03,A02BC01,0.002872436,1.06E-27,7.79E+21,128,0.838,1,A10AD01,A03CA02,51230,0.888674542,1.435986748,1.129656968,0.319,0.526508298,45756,0.698846451,1.224505147,0.925062742,0.586,0.634329055,0,insulin (human) / clidinium and psycholeptics,-+ -,NORMAL
A03FA02,A06AD11,0.000468512,2.59E-28,8.47E+20,353,0.788,1,A10AD01,A10AE04,51230,0.901556868,1.456821608,1.146039932,0.266,0.472208005,190759,1.892814075,2.279629628,2.077237359,1.38E-53,7.44E-53,0,insulin (human) / insulin glargine,++ -,NORMAL
A05AA02,A10BB01,0.001304846,2.59E-25,6.57615E+18,441,0.7945,1,A10AD01,A07EC01,51230,0.892588672,1.442317733,1.13463495,0.3022,0.512058434,156322,0.628632632,0.881845008,0.744551239,0.000635,0.00105653,0,insulin (human) / sulfasalazine,-+ -,NORMAL
A07DA03,A06AC01,1.126957337,0.687357286,1.847704049,15837,0.636,1,A10AD01,A10AC01,51230,0.719120468,1.337662662,0.980785705,0.902,0.941751999,458569,1.241148406,1.445298941,1.339339568,5.43E-14,1.44E-13,27,insulin (human) / insulin (human),-+ +,NORMAL
A10AE04,A10BB12,0.010294199,1.80E-23,5.90192E+18,24,0.8512,1,A10AD01,A02BX02,51230,0.887666231,1.434346781,1.128371039,0.3238,0.532124561,16734,1.383942255,2.639469798,1.911249273,8.40E-05,0.000147543,0,insulin (human) / sucralfate,++ -,NORMAL
A03CA02,A06AC01,0.0074014,7.92E-27,6.92E+21,18,0.8617,1,A10AD01,A01AB04,51230,0.887142495,1.433499365,1.127704839,0.3262,0.534502893,3266,1.428901407,4.946428036,2.658563142,0.00202,0.00325305,0,insulin (human) / amphotericin B,++ -,NORMAL
A03BA03,A02BC02,4.061298522,0.554575352,29.74193792,171,0.168,1,A10AD01,A07EC02,51230,0.875054912,1.419080489,1.114348846,0.38,0.595265126,71045,0.911764322,1.373482061,1.119058506,0.282,0.338446939,1,insulin (human) / mesalazine,++ +,LARGE_INCREASE
A02BA03,A02BC04,0.007872476,3.47E-32,1.79E+27,12,0.888,1,A10AD01,A07AA02,51230,0.887648078,1.434317365,1.128347931,0.324,0.532124561,13145,1.817641368,3.437895839,2.499772329,1.75E-08,3.93E-08,0,insulin (human) / nystatin,++ -,NORMAL
A07EC02,A02BD07,0.014127475,4.69E-48,4.25E+43,5,0.936,1,A10AD01,A02BD03,51230,0.886801754,1.432948682,1.127271664,0.328,0.536424859,6812,0.771070529,2.51720865,1.393178167,0.272,0.328605766,0,"insulin (human) / lansoprazole, amoxicillin and metronidazole",++ -,NORMAL
A07AA09,A06AC51,0.408504331,0.186549194,0.894540388,10261,0.0252,0.581646671,A10AD01,A10BA02,51230,0.990381742,1.644531313,1.276210714,0.0594,0.145228454,1658920,1.090066273,1.190966531,1.139400038,7.53E-09,1.72E-08,7,insulin (human) / metformin,++ -,NORMAL
A10AB04,A04AA02,0.821724796,0.298383335,2.262966999,2716,0.704,1,A10AD01,A10BB12,51230,0.885821534,1.452981165,1.134496366,0.318,0.525433398,756692,1.302233524,1.46326622,1.380403682,2.26E-27,8.68E-27,4,insulin (human) / glimepiride,++ -,NORMAL
A04AA02,A02BC02,0.010479006,3.33E-19,3.29368E+14,38,0.814,1,A10AD01,A01AB09,51230,0.887999532,1.43488573,1.128794869,0.322,0.529882986,19813,1.39125454,2.532416841,1.877028616,3.77E-05,6.79E-05,0,insulin (human) / miconazole,++ -,NORMAL
A04AA03,A10AE05,0.012221662,1.60E-21,9.35943E+16,29,0.843,1,A10AD01,A06AC51,51230,0.888344974,1.435445656,1.129234667,0.321,0.528858122,47769,1.306949314,1.982510808,1.609671128,7.52E-06,1.43E-05,0,"insulin (human) / ispaghula, combinations",++ -,NORMAL
A05AA02,A10AB01,0.029535453,8.98E-44,9.71E+39,6,0.942,1,A10AD01,A02BD07,51230,0.886594451,1.432613522,1.127008074,0.329,0.537598686,7760,0.299353448,1.483385054,0.666375592,0.32,0.375678549,0,"insulin (human) / lansoprazole, amoxicillin and clarithromycin",-+ -,NORMAL
A10AB04,A02BC05,0.004264432,5.38E-23,3.37937E+17,71,0.8154,1,A10AD01,A10AD04,51230,0.888056575,1.434986338,1.128870697,0.3221,0.530038905,7701,1.02159693,2.814541945,1.695679041,0.0411,0.05866381,0,insulin (human) / Insulin lispro ,++ -,NORMAL
A10AE04,A06AC01,2.118902786,0.908763252,4.940504586,2451,0.0821,1,A10AD01,A10BB01,51230,0.837102359,1.384078758,1.076390074,0.5661,0.780186366,309487,0.829692262,1.031157256,0.92495578,0.1595,0.203273495,6,insulin (human) / glibenclamide,-+ +,NORMAL
A02BA04,A10BB01,0.001014207,7.58E-29,1.36E+22,329,0.815,1,A10AD01,A10BB07,51230,0.892186251,1.441664899,1.134122392,0.304,0.513935188,86470,0.785574795,1.173228116,0.960030435,0.69,0.737066032,0,insulin (human) / glipizide,-+ -,NORMAL
A02BB01,A03FA01,0.001824745,8.79E-20,3.78748E+13,287,0.742,1,A10AD01,A02BA02,51230,0.893707547,1.444126257,1.136057452,0.297,0.506212846,109219,1.255013586,1.679113719,1.451657855,5.21E-07,1.05E-06,0,insulin (human) / ranitidine,++ -,NORMAL
A08AB01,A10AC01,1.151609758,0.281044876,4.718837272,628,0.844,1,A10AD01,A02BC05,51230,0.892894516,1.45341699,1.139187456,0.294,0.503223752,524626,2.038469916,2.282383125,2.156981534,1.32E-156,1.29E-155,2,insulin (human) / esomeprazole,++ +,NORMAL
A09AA02,A10BD03,0.000191781,2.19E-28,1.68E+20,985,0.761,1,A10AD01,A02BC03,51230,0.919984667,1.486624965,1.16947517,0.201,0.38258751,437068,1.725698175,1.969578518,1.84361006,1.53E-73,1.04E-72,0,insulin (human) / lansoprazole,++ -,NORMAL
A07AA02,A06AD11,0.000583383,1.40E-26,2.42309E+19,406,0.779,1,A10AD01,A06AC01,51230,0.899864634,1.454085953,1.143888336,0.272,0.479302308,216101,1.512031778,1.836698652,1.666477341,7.66E-25,2.76E-24,0,insulin (human) / ispaghula (psylla seeds),++ -,NORMAL
A02BA03,A02BX02,0.0014317,2.74E-25,7.48169E+18,162,0.797,1,A10AD01,A03FA01,51230,0.892055418,1.441454369,1.133956427,0.304,0.513935188,72453,1.583490374,2.172422875,1.854726586,1.89E-14,5.08E-14,0,insulin (human) / metoclopramide,++ -,NORMAL
A10AB01,A10BB12,0.71805233,0.175422494,2.93918492,898,0.645,1,A10AD01,A02BC02,51230,0.917580497,1.493638581,1.170697925,0.205,0.388297557,770822,2.297251221,2.515721197,2.404005739,0,0,2,insulin (human) / pantoprazole,++ -,NORMAL
A10BA02,A06AD11,1.247447161,0.390494731,3.985007465,984,0.709,1,A10AD01,A06AD11,51230,0.874340058,1.42858565,1.117617851,0.375,0.59028146,412188,1.798243977,2.054695861,1.92219782,2.83E-82,2.23E-81,3,insulin (human) / lactulose,++ +,NORMAL
A09AA02,A10AB05,0.000424466,2.66E-25,6.77943E+17,462,0.755,1,A10AD01,A02BC01,51230,0.913196463,1.475648823,1.160843351,0.223,0.41552299,334991,2.137880613,2.448378145,2.28786804,1.77E-126,1.63E-125,0,insulin (human) / omeprazole,++ -,NORMAL
A02BA02,A03FA01,0.520667431,0.36803069,0.736608607,21900,0.000227,0.022833077,A10AE05,A10AB05,70496,1.810053919,2.588458237,2.164543595,2.62E-17,3.15E-16,101983,1.737152592,2.320765399,2.007865441,3.96E-21,1.33E-20,57,insulin detemir / insulin aspart,++ -,NORMAL
A04AA03,A02BC02,0.341892272,0.108679903,1.075546842,1654,0.0664,1,A10AE05,A10AE04,70496,1.915618359,2.580119105,2.223178699,7.25E-26,1.40E-24,190759,1.899693262,2.289319256,2.085426663,8.43E-54,4.55E-53,3,insulin detemir / insulin glargine,++ -,NORMAL
A10BB12,A06AD11,0.000672333,5.27E-23,8.58154E+15,569,0.745,1,A10AE05,A07EC01,70496,1.898256445,2.550311022,2.200260061,1.20E-25,2.30E-24,156322,0.631491174,0.885858977,0.747938584,0.000769,0.001268153,0,insulin detemir / sulfasalazine,-+ -,NORMAL
A02BB01,A10AE05,0.962874649,0.520209402,1.782219979,3430,0.904,1,A10AE05,A10AC01,70496,1.865251741,2.529932655,2.172317033,1.92E-23,3.37E-22,458569,1.241444576,1.443200392,1.338526541,3.20E-14,8.52E-14,11,insulin detemir / insulin (human),++ -,NORMAL
A08AA10,A10BB12,2.045485124,0.497987742,8.401832099,351,0.321,1,A10AE05,A07EC02,70496,1.873751049,2.521553127,2.173651954,1.19E-24,2.16E-23,71045,0.90645277,1.368539397,1.113784686,0.305,0.361894424,2,insulin detemir / mesalazine,++ +,NORMAL
A07EB01,A07EC02,0.000543984,1.17E-29,2.52E+22,116,0.803,1,A10AE05,A07AA02,70496,1.891401041,2.541083415,2.192306506,1.99E-25,3.76E-24,13145,1.838981665,3.478292813,2.529133588,1.15E-08,2.62E-08,0,insulin detemir / nystatin,++ -,NORMAL
A05AA02,A10BB12,0.00724418,1.38E-19,3.80229E+14,37,0.802,1,A10AE05,A02BD03,70496,1.887717007,2.536129582,2.188034494,2.62E-25,4.90E-24,6812,0.777584058,2.538487403,1.404951009,0.26,0.316326909,0,"insulin detemir / lansoprazole, amoxicillin and metronidazole",++ -,NORMAL
A10AE05,A02BD02,0.871233651,0.642561762,1.181284227,28127,0.375,1,A10AE05,A10BA02,70496,1.844084735,2.692819201,2.228404537,1.08E-16,1.26E-15,1658920,1.071399871,1.171992332,1.120567907,6.61E-07,1.32E-06,70,insulin detemir / metformin,++ -,NORMAL
A10AB01,A02BD07,0.000611814,7.01E-23,5.3394E+15,213,0.74,1,A10AE05,A02BC04,70496,1.893561313,2.543986221,2.194810673,1.70E-25,3.23E-24,12177,1.578194427,3.195329952,2.245629516,6.94E-06,1.32E-05,0,insulin detemir / rabeprazole,++ -,NORMAL
A10AD05,A02BD02,0.886677217,0.520416117,1.510707414,4945,0.658,1,A10AE05,A10BB12,70496,1.870657347,2.546702733,2.182660802,3.49E-23,6.09E-22,756692,1.298247435,1.45955682,1.376541281,1.06E-26,3.92E-26,15,insulin detemir / glimepiride,++ -,NORMAL
A09AA02,A02BC01,0.001982515,8.65E-23,4.54334E+16,75,0.784,1,A10AE05,A01AB09,70496,1.89007972,2.539308256,2.190774985,2.20E-25,4.15E-24,19813,1.39903368,2.546586407,1.887527523,3.22E-05,5.82E-05,0,insulin detemir / miconazole,++ -,NORMAL
A08AA10,A08AB01,0.000844238,1.50E-19,4.7586E+12,308,0.702,1,A10AE05,A06AC51,70496,1.897476444,2.549254177,2.199352121,1.27E-25,2.43E-24,47769,1.31954251,2.001625705,1.625186207,4.91E-06,9.39E-06,0,"insulin detemir / ispaghula, combinations",++ -,NORMAL
A10AD04,A02BC05,0.006384588,2.32E-41,1.75E+36,7,0.911,1,A10AE05,A02BD02,70496,1.8867507,2.53483004,2.186913888,2.81E-25,5.24E-24,1635,0.513780438,4.9502613,1.594787579,0.419,0.471011637,0,"insulin detemir / lansoprazole, tetracycline and metronidazole",++ -,NORMAL
A01AC01,A03FA01,0.015147325,1.97E-18,1.16357E+14,41,0.822,1,A10AE05,A02BD07,70496,1.887344704,2.535628876,2.187602736,2.69E-25,5.03E-24,7760,0.301821799,1.495646161,0.671876934,0.33,0.382652316,0,"insulin detemir / lansoprazole, amoxicillin and clarithromycin",-+ -,NORMAL
A06AD12,A10BB07,4.760364169,1.054169707,21.49660236,115,0.0425,0.783578216,A10AE05,A10AD04,70496,1.867062677,2.512540441,2.16588792,1.93E-24,3.48E-23,7701,0.860636361,2.555723171,1.483087418,0.156,0.199255694,2,insulin detemir / Insulin lispro ,++ +,LARGE_INCREASE
A07EA02,A07AA02,1.209455198,0.298272058,4.904186752,702,0.79,1,A10AE05,A10BB01,70496,1.880619541,2.530829118,2.18163395,7.22E-25,1.32E-23,309487,0.838735224,1.041063471,0.934439192,0.219,0.272877541,2,insulin detemir / glibenclamide,-+ +,NORMAL
A10AB01,A10BB07,0.001429816,1.24E-25,1.64607E+19,157,0.8,1,A10AE05,A10BB07,70496,1.890389976,2.539732312,2.191137719,2.15E-25,4.05E-24,86470,0.786910971,1.175227481,0.961664909,0.702,0.748443125,0,insulin detemir / glipizide,-+ -,NORMAL
A10AE04,A10AD04,0.000345724,1.91E-27,6.25075E+19,384,0.771,1,A10AE05,A02BA02,70496,1.901381566,2.554512716,2.203883706,9.56E-26,1.84E-24,109219,1.260820902,1.686892515,1.458379012,3.76E-07,7.57E-07,0,insulin detemir / ranitidine,++ -,NORMAL
A10AD01,A02BX02,0.00329505,2.05E-31,5.29E+25,13,0.863,1,A10AE05,A04AA01,70496,1.887249082,2.535500263,2.187491838,2.71E-25,5.06E-24,2258,1.543134115,6.186850709,3.08984472,0.00145,0.002358551,0,insulin detemir / ondansetron,++ -,NORMAL
A02BA03,A07EC01,0.882105207,0.53281587,1.460372412,3723,0.626,1,A10AE05,A02BC05,70496,1.839276706,2.508715389,2.148073969,4.66E-22,7.89E-21,524626,2.032669833,2.277364748,2.151541453,7.60E-154,7.32E-153,17,insulin detemir / esomeprazole,++ -,NORMAL
A02BA04,A10BA02,0.746816982,0.403867743,1.380985767,3232,0.352,1,A10AE05,A02BC03,70496,1.878322989,2.547683575,2.187549457,7.74E-24,1.37E-22,437068,1.719098441,1.963577591,1.83727602,6.59E-72,4.34E-71,11,insulin detemir / lansoprazole,++ -,NORMAL
A03BB01,A02BX02,1.176787556,0.480082474,2.884564693,1032,0.722,1,A10AE05,A06AC01,70496,1.869373327,2.522101607,2.171347387,3.37E-24,6.04E-23,216101,1.502586662,1.827363345,1.657037051,4.66E-24,1.65E-23,5,insulin detemir / ispaghula (psylla seeds),++ +,NORMAL
A01AB04,A10BB07,2.503858471,1.009589399,6.209759388,451,0.0476,0.837946048,A10AE05,A03FA01,70496,1.846472898,2.491167927,2.144731699,1.73E-23,3.04E-22,72453,1.539895869,2.123603957,1.80834979,5.00E-13,1.31E-12,5,insulin detemir / metoclopramide,++ +,LARGE_INCREASE
A10AB06,A06AD11,0.417035544,0.258432417,0.672975346,7482,0.000341,0.030744243,A10AE05,A02BC02,70496,1.966157436,2.687112064,2.298539833,1.57E-25,2.99E-24,770822,2.305703491,2.525899872,2.41329156,0,0,19,insulin detemir / pantoprazole,++ -,NORMAL
A10AE04,A02BD07,0.492908894,0.241593903,1.005651118,3323,0.0518,0.878762132,A10AE05,A06AD11,70496,1.918837974,2.595683166,2.231747169,2.11E-25,3.98E-24,412188,1.804909559,2.063074008,1.929679247,8.75E-83,7.06E-82,8,insulin detemir / lactulose,++ -,NORMAL
A10AB01,A02BD03,1.329143203,0.844947882,2.090805471,3182,0.218,1,A10AE05,A02BC01,70496,1.748233884,2.396169619,2.046720528,5.31E-19,6.86E-18,334991,2.105337603,2.415195056,2.254950326,3.28E-119,2.89E-118,22,insulin detemir / omeprazole,++ +,NORMAL
A01AC01,A01AB04,0.02106802,2.24E-26,1.98E+22,18,0.891,1,A10AB05,A07DA03,101983,1.812183506,2.335171866,2.057124191,7.05E-29,1.68E-27,5065,0.166091294,1.592495362,0.514295261,0.249,0.30465861,0,insulin aspart / loperamide,-+ -,NORMAL
A03FA02,A02BC04,0.011679187,1.23E-20,1.10809E+16,32,0.833,1,A10AB05,A03CA02,101983,1.812355664,2.335399508,2.057322174,6.94E-29,1.66E-27,45756,0.700778316,1.227854904,0.927606647,0.599,0.647193634,0,insulin aspart / clidinium and psycholeptics,-+ -,NORMAL
A02BC04,A10BB07,0.505515375,0.384187908,0.665158348,49065,1.11E-06,0.000312809,A10AB05,A10AE04,101983,1.699552815,2.423334818,2.029429849,5.29E-15,5.88E-14,190759,1.853074764,2.299710651,2.064348753,1.54E-39,7.17E-39,119,insulin aspart / insulin glargine,++ -,NORMAL
A02BC04,A10BB01,1.343285474,0.330027835,5.467465691,849,0.68,1,A10AB05,A07EC01,101983,1.807687686,2.33182716,2.053098937,1.65E-28,3.85E-27,156322,0.623165769,0.876316809,0.738979457,0.000505,0.000847651,2,insulin aspart / sulfasalazine,-+ +,NORMAL
A10AE05,A10BA02,0.862024844,0.645600107,1.151001718,27282,0.314,1,A10AB05,A10AC01,101983,1.727991849,2.33333344,2.007979374,9.14E-20,1.23E-18,458569,1.195318918,1.398767367,1.293047986,1.46E-10,3.52E-10,70,insulin aspart / insulin (human),++ -,NORMAL
A10BD03,A02BC02,14.57350175,3.343917542,63.51441108,34,0.000361,0.031864014,A10AB05,A02BX02,101983,1.797912482,2.319199985,2.041988883,4.17E-28,9.49E-27,16734,1.304153161,2.532794104,1.81745741,0.000418,0.000706436,2,insulin aspart / sucralfate,++ +,LARGE_INCREASE
A10AD01,A03FA01,0.004071382,1.24E-44,1.34E+39,6,0.91,1,A10AB05,A01AB04,101983,1.812656871,2.335782625,2.057661883,6.73E-29,1.61E-27,3266,1.430546844,4.952098408,2.661617694,0.002,0.003221252,0,insulin aspart / amphotericin B,++ -,NORMAL
A03BA03,A07EC02,0.578097341,0.080121169,4.171139014,642,0.587,1,A10AB05,A07EC02,101983,1.816368583,2.341795194,2.062416839,5.85E-29,1.41E-27,71045,0.922365858,1.389463058,1.13207477,0.235,0.29141097,1,insulin aspart / mesalazine,++ -,NORMAL
A01AB09,A06AD11,1.144660596,0.155398264,8.431547733,150,0.895,1,A10AB05,A07AA02,101983,1.808430136,2.33155017,2.053398547,1.25E-28,2.94E-27,13145,1.789513089,3.413689792,2.471607283,3.97E-08,8.63E-08,1,insulin aspart / nystatin,++ +,NORMAL
A01AB04,A10AD04,0.007706666,1.52E-20,3.89954E+15,33,0.815,1,A10AB05,A02BD03,101983,1.812905466,2.336103273,2.057944215,6.58E-29,1.58E-27,6812,0.778021893,2.539917118,1.405742197,0.259,0.315269857,0,"insulin aspart / lansoprazole, amoxicillin and metronidazole",++ -,NORMAL
A01AC01,A07EC02,0.715921157,0.521414607,0.982985701,24327,0.0388,0.744900932,A10AB05,A10BA02,101983,1.889048502,2.508869566,2.177010862,6.13E-27,1.26E-25,1658920,1.082065401,1.183195333,1.131501097,5.95E-08,1.27E-07,49,insulin aspart / metformin,++ -,NORMAL
A10AC01,A03FA01,0.000656643,3.83E-29,1.13E+22,120,0.805,1,A10AB05,A02BC04,101983,1.815513149,2.339466829,2.060905818,5.12E-29,1.24E-27,12177,1.567799074,3.174264207,2.230831344,8.24E-06,1.56E-05,0,insulin aspart / rabeprazole,++ -,NORMAL
